"ID","Score","R","DC","N","Sex"
2,-0.937711259884599,0,1,0,2
2,1.26408386634241,0,1,0,2
2,1.1580696788342,0,1,0,2
2,-1.16674798065457,0,1,0,2
2,0.928182608948751,0,1,0,2
2,1.76719443125886,0,1,0,2
2,1.33327900143014,0,1,0,2
2,1.3328019331266,0,1,0,2
2,0.224444866413902,0,1,0,2
2,0.303329732306934,0,1,0,2
2,0.687831782115448,0,1,0,2
2,1.09408284350219,0,1,0,2
2,0.112766213376261,0,1,0,2
2,1.22665559833072,0,1,0,2
2,0.612264770754445,0,0,1,2
2,-0.414180814965634,0,0,1,2
2,-0.650143279451424,0,0,1,2
2,-0.767135722717073,0,0,1,2
2,-0.821775218271633,0,0,1,2
2,1.356941758138,0,0,1,2
2,-0.814828557569807,0,0,1,2
2,0.536928448649213,0,0,1,2
2,-0.930954914322057,0,0,1,2
2,-1.3816090392781,0,0,1,2
2,-0.753779939210128,0,0,1,2
2,-0.946337413859409,0,0,1,2
2,-0.656492359017516,0,0,1,2
2,-0.518006117064532,0,0,1,2
2,-0.66922986701251,0,0,1,2
2,0.828758259894112,0,0,1,2
2,1.29822968459812,0,0,1,2
2,1.08749853389533,0,0,1,2
2,-0.985811121938139,0,0,1,2
2,-0.587146466660919,0,0,1,2
2,2.07567566318537,0,0,1,2
2,1.33296995666832,0,0,1,2
2,-0.498978548473514,0,0,1,2
2,-0.479804424655914,0,0,1,2
2,-0.427581096408294,0,0,1,2
2,-1.39421686577004,0,0,1,2
2,-0.593420534693233,0,0,1,2
2,1.36918584127473,0,0,1,2
2,0.720839498753793,0,0,1,2
2,-0.893419990660543,0,0,1,2
2,1.07859801040577,0,0,1,2
2,-0.714320986783417,0,0,1,2
2,0.714320986783417,0,0,1,2
2,0.961946711191813,0,0,1,2
2,-0.650143279451424,0,0,1,2
2,-0.55578275151147,0,0,1,2
2,-0.878747730968363,0,0,1,2
2,-0.505335219369393,0,0,1,2
2,-0.587146466660919,0,0,1,2
2,1.16199633338789,0,0,1,2
3,0.841853373694743,1,0,0,1
3,0.820589333130486,1,0,0,1
3,0.959910091376359,1,0,0,1
3,1.22821132449394,1,0,0,1
3,1.12329763918656,1,0,0,1
3,1.1314123358474,1,0,0,1
3,1.04384528192874,1,0,0,1
3,0.457672723908221,1,0,0,1
3,0.362593949104213,1,0,0,1
3,1.18769378450639,1,0,0,1
3,-0.590655386712507,0,1,0,1
3,-0.253776235311914,0,1,0,1
3,-0.92650719466646,0,1,0,1
3,0.08934342244074,0,1,0,1
3,0.0372697517109507,0,1,0,1
3,-0.560664037089946,0,1,0,1
3,0.751547995054568,0,1,0,1
3,1.26408386634241,0,1,0,1
3,1.1580696788342,0,1,0,1
3,-0.48124856756016,0,1,0,1
3,0.113111859155045,0,1,0,1
3,1.05508483313646,0,1,0,1
3,1.33327900143014,0,1,0,1
3,1.3328019331266,0,1,0,1
3,1.03310651746399,0,1,0,1
3,1.01790458245308,0,1,0,1
3,0.687831782115448,0,1,0,1
3,1.09408284350219,0,1,0,1
3,-0.577926843553336,0,1,0,1
3,0.498978548473514,0,1,0,1
3,0.612264770754445,0,0,1,1
3,-0.414180814965634,0,0,1,1
3,1.53184443925541,0,0,1,1
3,-0.767135722717073,0,0,1,1
3,1.21191092795615,0,0,1,1
3,-0.733943340879672,0,0,1,1
3,-0.814828557569807,0,0,1,1
3,-1.85484373169728,0,0,1,1
3,1.06978152435254,0,0,1,1
3,0.720839498753793,0,0,1,1
3,1.32123225299753,0,0,1,1
3,1.0523924688609,0,0,1,1
3,1.51702964043237,0,0,1,1
3,-0.518006117064532,0,0,1,1
3,1.48815588848834,0,0,1,1
3,-1.20169947684646,0,0,1,1
3,-0.767135722717073,0,0,1,1
3,1.08749853389533,0,0,1,1
3,1.01025272000272,0,0,1,1
3,1.6962009036871,0,0,1,1
3,-0.479804424655914,0,0,1,1
3,-0.747142396094343,0,0,1,1
3,1.99591419389405,0,0,1,1
3,-0.479804424655914,0,0,1,1
3,-0.427581096408294,0,0,1,1
3,0.714320986783417,0,0,1,1
3,-0.593420534693233,0,0,1,1
3,-0.727379978177198,0,0,1,1
3,0.720839498753793,0,0,1,1
3,1.11472585990673,0,0,1,1
3,-0.923345266483729,0,0,1,1
3,-0.714320986783417,0,0,1,1
3,0.714320986783417,0,0,1,1
3,0.961946711191813,0,0,1,1
3,-0.650143279451424,0,0,1,1
3,-0.55578275151147,0,0,1,1
3,1.13333819508069,0,0,1,1
3,-0.505335219369393,0,0,1,1
3,-0.587146466660919,0,0,1,1
3,-0.857075309732914,0,0,1,1
4,0.841853373694743,1,0,0,2
4,0.820589333130486,1,0,0,2
4,-0.297726124598015,1,0,0,2
4,-0.145815043090605,1,0,0,2
4,1.12329763918656,1,0,0,2
4,-0.194884421485677,1,0,0,2
4,-0.281243288395308,1,0,0,2
4,0.457672723908221,1,0,0,2
4,-0.747850020027439,1,0,0,2
4,0.0896372667551996,1,0,0,2
4,-0.590655386712507,0,1,0,2
4,-0.253776235311914,0,1,0,2
4,0.552282790306065,0,1,0,2
4,0.08934342244074,0,1,0,2
4,0.798193849142865,0,1,0,2
4,-1.75512220306418,0,1,0,2
4,0.751547995054568,0,1,0,2
4,0.342356047134402,0,1,0,2
4,0.23085702748002,0,1,0,2
4,1.57524967172308,0,1,0,2
4,0.928182608948751,0,1,0,2
4,0.342975235014056,0,1,0,2
4,1.33327900143014,0,1,0,2
4,0.435723708906772,0,1,0,2
4,-0.584216784636188,0,1,0,2
4,1.01790458245308,0,1,0,2
4,0.687831782115448,0,1,0,2
4,1.09408284350219,0,1,0,2
4,1.49415232723545,0,1,0,2
4,1.22665559833072,0,1,0,2
4,-1.62661386857151,0,0,1,2
4,-0.414180814965634,0,0,1,2
4,-0.650143279451424,0,0,1,2
4,1.29822968459812,0,0,1,2
4,1.21191092795615,0,0,1,2
4,1.356941758138,0,0,1,2
4,1.22224283635471,0,0,1,2
4,0.536928448649213,0,0,1,2
4,1.06978152435254,0,0,1,2
4,-1.3816090392781,0,0,1,2
4,-0.753779939210128,0,0,1,2
4,-0.946337413859409,0,0,1,2
4,-0.656492359017516,0,0,1,2
4,-0.518006117064532,0,0,1,2
4,-0.66922986701251,0,0,1,2
4,-1.20169947684646,0,0,1,2
4,-0.767135722717073,0,0,1,2
4,1.08749853389533,0,0,1,2
4,-0.985811121938139,0,0,1,2
4,1.6962009036871,0,0,1,2
4,-0.479804424655914,0,0,1,2
4,1.33296995666832,0,0,1,2
4,-0.498978548473514,0,0,1,2
4,-0.479804424655914,0,0,1,2
4,-0.427581096408294,0,0,1,2
4,0.714320986783417,0,0,1,2
4,-0.593420534693233,0,0,1,2
4,-0.727379978177198,0,0,1,2
4,-1.3816090392781,0,0,1,2
4,1.11472585990673,0,0,1,2
4,1.07859801040577,0,0,1,2
4,-0.714320986783417,0,0,1,2
4,0.714320986783417,0,0,1,2
4,0.961946711191813,0,0,1,2
4,1.53184443925541,0,0,1,2
4,-0.55578275151147,0,0,1,2
4,-0.878747730968363,0,0,1,2
4,-0.505335219369393,0,0,1,2
4,1.6962009036871,0,0,1,2
4,1.16199633338789,0,0,1,2
5,-2.29907164998869,1,0,0,1
5,0.820589333130486,1,0,0,1
5,0.959910091376359,1,0,0,1
5,1.22821132449394,1,0,0,1
5,-1.60153326775113,1,0,0,1
5,-1.52118117881876,1,0,0,1
5,-0.281243288395308,1,0,0,1
5,-0.698304774622852,1,0,0,1
5,0.362593949104213,1,0,0,1
5,-1.00841925099599,1,0,0,1
5,1.33881887654835,0,1,0,1
5,-0.875528011826105,0,1,0,1
5,-0.92650719466646,0,1,0,1
5,-0.640294527491972,0,1,0,1
5,0.0372697517109507,0,1,0,1
5,1.2310232118714,0,1,0,1
5,-0.0930816324150154,0,1,0,1
5,0.342356047134402,0,1,0,1
5,0.23085702748002,0,1,0,1
5,-0.48124856756016,0,1,0,1
5,0.928182608948751,0,1,0,1
5,-1.08124396123075,0,1,0,1
5,-0.774162000830403,0,1,0,1
5,1.3328019331266,0,1,0,1
5,-0.584216784636188,0,1,0,1
5,0.303329732306934,0,1,0,1
5,1.38999339302497,0,1,0,1
5,0.328224853050658,0,1,0,1
5,-0.577926843553336,0,1,0,1
5,-0.956375551240901,0,1,0,1
5,-1.62661386857151,0,0,1,1
5,2.40454973132827,0,0,1,1
5,-0.650143279451424,0,0,1,1
5,1.29822968459812,0,0,1,1
5,1.21191092795615,0,0,1,1
5,1.356941758138,0,0,1,1
5,-0.814828557569807,0,0,1,1
5,-1.85484373169728,0,0,1,1
5,-0.930954914322057,0,0,1,1
5,-1.3816090392781,0,0,1,1
5,-0.753779939210128,0,0,1,1
5,1.0523924688609,0,0,1,1
5,1.51702964043237,0,0,1,1
5,1.92259962679721,0,0,1,1
5,-0.66922986701251,0,0,1,1
5,-1.20169947684646,0,0,1,1
5,-0.767135722717073,0,0,1,1
5,-0.915788239069751,0,0,1,1
5,-0.985811121938139,0,0,1,1
5,-0.587146466660919,0,0,1,1
5,2.07567566318537,0,0,1,1
5,-0.747142396094343,0,0,1,1
5,-0.498978548473514,0,0,1,1
5,2.07567566318537,0,0,1,1
5,-0.427581096408294,0,0,1,1
5,-1.39421686577004,0,0,1,1
5,-0.593420534693233,0,0,1,1
5,-0.727379978177198,0,0,1,1
5,-1.3816090392781,0,0,1,1
5,-0.893419990660543,0,0,1,1
5,1.07859801040577,0,0,1,1
5,-0.714320986783417,0,0,1,1
5,0.714320986783417,0,0,1,1
5,0.961946711191813,0,0,1,1
5,1.53184443925541,0,0,1,1
5,-0.55578275151147,0,0,1,1
5,-0.878747730968363,0,0,1,1
5,-0.505335219369393,0,0,1,1
5,1.6962009036871,0,0,1,1
5,-0.857075309732914,0,0,1,1
6,-0.205121634199734,1,0,0,2
6,-0.31525465905578,1,0,0,2
6,-0.297726124598015,1,0,0,2
6,-0.145815043090605,1,0,0,2
6,1.12329763918656,1,0,0,2
6,-0.194884421485677,1,0,0,2
6,-0.281243288395308,1,0,0,2
6,-0.698304774622852,1,0,0,2
6,-0.747850020027439,1,0,0,2
6,-1.00841925099599,1,0,0,2
6,0.374081744917921,0,1,0,2
6,-0.875528011826105,0,1,0,2
6,1.29167778279233,0,1,0,2
6,0.08934342244074,0,1,0,2
6,0.0372697517109507,0,1,0,2
6,0.0365650458971703,0,1,0,2
6,-0.0930816324150154,0,1,0,2
6,0.342356047134402,0,1,0,2
6,-0.69635562387416,0,1,0,2
6,0.204250845534254,0,1,0,2
6,-0.701958890638661,0,1,0,2
6,-1.08124396123075,0,1,0,2
6,-0.774162000830403,0,1,0,2
6,-0.461354515313052,0,1,0,2
6,0.224444866413902,0,1,0,2
6,-1.12581996798535,0,1,0,2
6,-0.0143298287940717,0,1,0,2
6,0.328224853050658,0,1,0,2
6,0.803459270305857,0,1,0,2
6,0.498978548473514,0,1,0,2
6,-1.62661386857151,0,0,1,2
6,-0.414180814965634,0,0,1,2
6,-0.650143279451424,0,0,1,2
6,-0.767135722717073,0,0,1,2
6,-0.821775218271633,0,0,1,2
6,-0.733943340879672,0,0,1,2
6,-0.814828557569807,0,0,1,2
6,-1.85484373169728,0,0,1,2
6,-0.930954914322057,0,0,1,2
6,0.720839498753793,0,0,1,2
6,-0.753779939210128,0,0,1,2
6,-0.946337413859409,0,0,1,2
6,-0.656492359017516,0,0,1,2
6,-0.518006117064532,0,0,1,2
6,-0.66922986701251,0,0,1,2
6,0.828758259894112,0,0,1,2
6,-0.767135722717073,0,0,1,2
6,-0.915788239069751,0,0,1,2
6,-0.985811121938139,0,0,1,2
6,-0.587146466660919,0,0,1,2
6,-0.479804424655914,0,0,1,2
6,-0.747142396094343,0,0,1,2
6,-0.498978548473514,0,0,1,2
6,-0.479804424655914,0,0,1,2
6,-0.427581096408294,0,0,1,2
6,0.714320986783417,0,0,1,2
6,-0.593420534693233,0,0,1,2
6,-0.727379978177198,0,0,1,2
6,0.720839498753793,0,0,1,2
6,-0.893419990660543,0,0,1,2
6,-0.923345266483729,0,0,1,2
6,-0.714320986783417,0,0,1,2
6,0.714320986783417,0,0,1,2
6,-1.03531552814712,0,0,1,2
6,-0.650143279451424,0,0,1,2
6,1.79192025056284,0,0,1,2
6,-0.878747730968363,0,0,1,2
6,-0.505335219369393,0,0,1,2
6,-0.587146466660919,0,0,1,2
6,-0.857075309732914,0,0,1,2
7,-0.205121634199734,1,0,0,1
7,-0.31525465905578,1,0,0,1
7,0.959910091376359,1,0,0,1
7,-0.145815043090605,1,0,0,1
7,-0.239117814282286,1,0,0,1
7,1.1314123358474,1,0,0,1
7,1.04384528192874,1,0,0,1
7,0.457672723908221,1,0,0,1
7,1.47303791823587,1,0,0,1
7,1.18769378450639,1,0,0,1
7,-0.590655386712507,0,1,0,1
7,-0.253776235311914,0,1,0,1
7,0.552282790306065,0,1,0,1
7,0.08934342244074,0,1,0,1
7,0.798193849142865,0,1,0,1
7,-1.15789312007706,0,1,0,1
7,1.59617762252415,0,1,0,1
7,1.26408386634241,0,1,0,1
7,1.1580696788342,0,1,0,1
7,-0.48124856756016,0,1,0,1
7,0.113111859155045,0,1,0,1
7,0.342975235014056,0,1,0,1
7,-0.774162000830403,0,1,0,1
7,0.435723708906772,0,1,0,1
7,1.03310651746399,0,1,0,1
7,1.01790458245308,0,1,0,1
7,-2.12081466152263,0,1,0,1
7,0.328224853050658,0,1,0,1
7,1.49415232723545,0,1,0,1
7,-0.228698501383694,0,1,0,1
7,0.612264770754445,0,0,1,1
7,-0.414180814965634,0,0,1,1
7,1.53184443925541,0,0,1,1
7,-0.767135722717073,0,0,1,1
7,1.21191092795615,0,0,1,1
7,1.356941758138,0,0,1,1
7,-0.814828557569807,0,0,1,1
7,0.536928448649213,0,0,1,1
7,-0.930954914322057,0,0,1,1
7,0.720839498753793,0,0,1,1
7,-0.753779939210128,0,0,1,1
7,1.0523924688609,0,0,1,1
7,1.51702964043237,0,0,1,1
7,-0.518006117064532,0,0,1,1
7,1.48815588848834,0,0,1,1
7,0.828758259894112,0,0,1,1
7,1.29822968459812,0,0,1,1
7,-0.915788239069751,0,0,1,1
7,1.01025272000272,0,0,1,1
7,1.6962009036871,0,0,1,1
7,2.07567566318537,0,0,1,1
7,1.33296995666832,0,0,1,1
7,1.99591419389405,0,0,1,1
7,-0.479804424655914,0,0,1,1
7,-0.427581096408294,0,0,1,1
7,0.714320986783417,0,0,1,1
7,1.6782674496793,0,0,1,1
7,-0.727379978177198,0,0,1,1
7,0.720839498753793,0,0,1,1
7,-0.893419990660543,0,0,1,1
7,1.07859801040577,0,0,1,1
7,1.39421686577004,0,0,1,1
7,-1.39421686577004,0,0,1,1
7,0.961946711191813,0,0,1,1
7,1.53184443925541,0,0,1,1
7,-0.55578275151147,0,0,1,1
7,-0.878747730968363,0,0,1,1
7,-0.505335219369393,0,0,1,1
7,-0.587146466660919,0,0,1,1
7,1.16199633338789,0,0,1,1
8,0.841853373694743,1,0,0,2
8,0.820589333130486,1,0,0,2
8,0.959910091376359,1,0,0,2
8,1.22821132449394,1,0,0,2
8,1.12329763918656,1,0,0,2
8,1.1314123358474,1,0,0,2
8,1.04384528192874,1,0,0,2
8,0.457672723908221,1,0,0,2
8,0.362593949104213,1,0,0,2
8,0.0896372667551996,1,0,0,2
8,0.374081744917921,0,1,0,2
8,0.367975541202276,0,1,0,2
8,-0.187112202180197,0,1,0,2
8,0.08934342244074,0,1,0,2
8,0.798193849142865,0,1,0,2
8,-1.15789312007706,0,1,0,2
8,-2.62697051482377,0,1,0,2
8,0.342356047134402,0,1,0,2
8,0.23085702748002,0,1,0,2
8,0.204250845534254,0,1,0,2
8,0.113111859155045,0,1,0,2
8,0.342975235014056,0,1,0,2
8,-0.774162000830403,0,1,0,2
8,-1.35843273953288,0,1,0,2
8,0.224444866413902,0,1,0,2
8,-1.12581996798535,0,1,0,2
8,-0.0143298287940717,0,1,0,2
8,-1.96934911830394,0,1,0,2
8,0.112766213376261,0,1,0,2
8,-0.956375551240901,0,1,0,2
8,0.612264770754445,0,0,1,2
8,-0.414180814965634,0,0,1,2
8,1.53184443925541,0,0,1,2
8,-0.767135722717073,0,0,1,2
8,-0.821775218271633,0,0,1,2
8,1.356941758138,0,0,1,2
8,1.22224283635471,0,0,1,2
8,-1.85484373169728,0,0,1,2
8,1.06978152435254,0,0,1,2
8,0.720839498753793,0,0,1,2
8,1.32123225299753,0,0,1,2
8,1.0523924688609,0,0,1,2
8,-0.656492359017516,0,0,1,2
8,-0.518006117064532,0,0,1,2
8,1.48815588848834,0,0,1,2
8,-1.20169947684646,0,0,1,2
8,1.29822968459812,0,0,1,2
8,1.08749853389533,0,0,1,2
8,1.01025272000272,0,0,1,2
8,-0.587146466660919,0,0,1,2
8,2.07567566318537,0,0,1,2
8,1.33296995666832,0,0,1,2
8,1.99591419389405,0,0,1,2
8,-0.479804424655914,0,0,1,2
8,-0.427581096408294,0,0,1,2
8,0.714320986783417,0,0,1,2
8,-0.593420534693233,0,0,1,2
8,-0.727379978177198,0,0,1,2
8,0.720839498753793,0,0,1,2
8,1.11472585990673,0,0,1,2
8,-0.923345266483729,0,0,1,2
8,-0.714320986783417,0,0,1,2
8,0.714320986783417,0,0,1,2
8,0.961946711191813,0,0,1,2
8,1.53184443925541,0,0,1,2
8,1.79192025056284,0,0,1,2
8,1.13333819508069,0,0,1,2
8,-0.505335219369393,0,0,1,2
8,1.6962009036871,0,0,1,2
8,1.16199633338789,0,0,1,2
9,-0.205121634199734,1,0,0,2
9,-0.31525465905578,1,0,0,2
9,-1.55536234057239,1,0,0,2
9,-1.51984141067515,1,0,0,2
9,-0.239117814282286,1,0,0,2
9,-1.52118117881876,1,0,0,2
9,-1.60633185871936,1,0,0,2
9,-0.698304774622852,1,0,0,2
9,-0.747850020027439,1,0,0,2
9,-1.00841925099599,1,0,0,2
9,0.374081744917921,0,1,0,2
9,1.61147909423066,0,1,0,2
9,0.552282790306065,0,1,0,2
9,0.08934342244074,0,1,0,2
9,0.798193849142865,0,1,0,2
9,0.633794128884287,0,1,0,2
9,0.751547995054568,0,1,0,2
9,0.342356047134402,0,1,0,2
9,-1.62356827522834,0,1,0,2
9,0.889750258628668,0,1,0,2
9,0.113111859155045,0,1,0,2
9,0.342975235014056,0,1,0,2
9,1.33327900143014,0,1,0,2
9,0.435723708906772,0,1,0,2
9,1.03310651746399,0,1,0,2
9,1.01790458245308,0,1,0,2
9,1.38999339302497,0,1,0,2
9,-0.437633137400876,0,1,0,2
9,0.112766213376261,0,1,0,2
9,0.498978548473514,0,1,0,2
9,0.612264770754445,0,0,1,2
9,-0.414180814965634,0,0,1,2
9,-0.650143279451424,0,0,1,2
9,-0.767135722717073,0,0,1,2
9,1.21191092795615,0,0,1,2
9,-0.733943340879672,0,0,1,2
9,-0.814828557569807,0,0,1,2
9,0.536928448649213,0,0,1,2
9,1.06978152435254,0,0,1,2
9,0.720839498753793,0,0,1,2
9,-0.753779939210128,0,0,1,2
9,1.0523924688609,0,0,1,2
9,1.51702964043237,0,0,1,2
9,-0.518006117064532,0,0,1,2
9,-0.66922986701251,0,0,1,2
9,-1.20169947684646,0,0,1,2
9,-0.767135722717073,0,0,1,2
9,1.08749853389533,0,0,1,2
9,-0.985811121938139,0,0,1,2
9,-0.587146466660919,0,0,1,2
9,-0.479804424655914,0,0,1,2
9,-0.747142396094343,0,0,1,2
9,1.99591419389405,0,0,1,2
9,-0.479804424655914,0,0,1,2
9,-0.427581096408294,0,0,1,2
9,-1.39421686577004,0,0,1,2
9,-0.593420534693233,0,0,1,2
9,1.36918584127473,0,0,1,2
9,0.720839498753793,0,0,1,2
9,-0.893419990660543,0,0,1,2
9,-0.923345266483729,0,0,1,2
9,-0.714320986783417,0,0,1,2
9,0.714320986783417,0,0,1,2
9,-1.03531552814712,0,0,1,2
9,1.53184443925541,0,0,1,2
9,-0.55578275151147,0,0,1,2
9,-0.878747730968363,0,0,1,2
9,-0.505335219369393,0,0,1,2
9,-0.587146466660919,0,0,1,2
9,1.16199633338789,0,0,1,2
10,0.841853373694743,1,0,0,1
10,0.820589333130486,1,0,0,1
10,-0.297726124598015,1,0,0,1
10,-0.145815043090605,1,0,0,1
10,-0.239117814282286,1,0,0,1
10,1.1314123358474,1,0,0,1
10,1.04384528192874,1,0,0,1
10,0.457672723908221,1,0,0,1
10,-0.747850020027439,1,0,0,1
10,0.0896372667551996,1,0,0,1
10,1.33881887654835,0,1,0,1
10,-0.253776235311914,0,1,0,1
10,0.552282790306065,0,1,0,1
10,-2.0995704273574,0,1,0,1
10,-0.723654345720964,0,1,0,1
10,-1.15789312007706,0,1,0,1
10,-1.78234088735418,0,1,0,1
10,0.342356047134402,0,1,0,1
10,0.23085702748002,0,1,0,1
10,-0.48124856756016,0,1,0,1
10,-0.701958890638661,0,1,0,1
10,-0.369134363108349,0,1,0,1
10,-0.774162000830403,0,1,0,1
10,-0.461354515313052,0,1,0,1
10,-1.39287843568628,0,1,0,1
10,-1.12581996798535,0,1,0,1
10,-1.41865305061311,0,1,0,1
10,-1.20349112785241,0,1,0,1
10,-0.577926843553336,0,1,0,1
10,-0.956375551240901,0,1,0,1
10,-1.62661386857151,0,0,1,1
10,-0.414180814965634,0,0,1,1
10,1.53184443925541,0,0,1,1
10,1.29822968459812,0,0,1,1
10,-0.821775218271633,0,0,1,1
10,-0.733943340879672,0,0,1,1
10,-0.814828557569807,0,0,1,1
10,0.536928448649213,0,0,1,1
10,1.06978152435254,0,0,1,1
10,-1.3816090392781,0,0,1,1
10,-0.753779939210128,0,0,1,1
10,-0.946337413859409,0,0,1,1
10,-0.656492359017516,0,0,1,1
10,-0.518006117064532,0,0,1,1
10,1.48815588848834,0,0,1,1
10,0.828758259894112,0,0,1,1
10,1.29822968459812,0,0,1,1
10,1.08749853389533,0,0,1,1
10,1.01025272000272,0,0,1,1
10,1.6962009036871,0,0,1,1
10,-0.479804424655914,0,0,1,1
10,-0.747142396094343,0,0,1,1
10,-0.498978548473514,0,0,1,1
10,-0.479804424655914,0,0,1,1
10,-0.427581096408294,0,0,1,1
10,0.714320986783417,0,0,1,1
10,-0.593420534693233,0,0,1,1
10,1.36918584127473,0,0,1,1
10,0.720839498753793,0,0,1,1
10,-0.893419990660543,0,0,1,1
10,1.07859801040577,0,0,1,1
10,-0.714320986783417,0,0,1,1
10,0.714320986783417,0,0,1,1
10,0.961946711191813,0,0,1,1
10,-0.650143279451424,0,0,1,1
10,-0.55578275151147,0,0,1,1
10,1.13333819508069,0,0,1,1
10,1.97080735554063,0,0,1,1
10,-0.587146466660919,0,0,1,1
10,1.16199633338789,0,0,1,1
11,-0.205121634199734,1,0,0,1
11,-0.31525465905578,1,0,0,1
11,0.959910091376359,1,0,0,1
11,1.22821132449394,1,0,0,1
11,-0.239117814282286,1,0,0,1
11,-0.194884421485677,1,0,0,1
11,-0.281243288395308,1,0,0,1
11,-0.698304774622852,1,0,0,1
11,-0.747850020027439,1,0,0,1
11,-1.00841925099599,1,0,0,1
11,0.374081744917921,0,1,0,1
11,-1.49727978834029,0,1,0,1
11,1.29167778279233,0,1,0,1
11,1.54861932230616,0,1,0,1
11,1.55911794657478,0,1,0,1
11,-1.15789312007706,0,1,0,1
11,-0.937711259884599,0,1,0,1
11,0.342356047134402,0,1,0,1
11,0.23085702748002,0,1,0,1
11,0.204250845534254,0,1,0,1
11,0.928182608948751,0,1,0,1
11,1.05508483313646,0,1,0,1
11,0.279558500299868,0,1,0,1
11,-0.461354515313052,0,1,0,1
11,1.03310651746399,0,1,0,1
11,0.303329732306934,0,1,0,1
11,0.687831782115448,0,1,0,1
11,1.09408284350219,0,1,0,1
11,0.112766213376261,0,1,0,1
11,0.498978548473514,0,1,0,1
11,0.612264770754445,0,0,1,1
11,2.40454973132827,0,0,1,1
11,-0.650143279451424,0,0,1,1
11,1.29822968459812,0,0,1,1
11,1.21191092795615,0,0,1,1
11,-0.733943340879672,0,0,1,1
11,1.22224283635471,0,0,1,1
11,0.536928448649213,0,0,1,1
11,1.06978152435254,0,0,1,1
11,0.720839498753793,0,0,1,1
11,-0.753779939210128,0,0,1,1
11,1.0523924688609,0,0,1,1
11,1.51702964043237,0,0,1,1
11,-0.518006117064532,0,0,1,1
11,1.48815588848834,0,0,1,1
11,0.828758259894112,0,0,1,1
11,1.29822968459812,0,0,1,1
11,1.08749853389533,0,0,1,1
11,1.01025272000272,0,0,1,1
11,1.6962009036871,0,0,1,1
11,-0.479804424655914,0,0,1,1
11,-0.747142396094343,0,0,1,1
11,-0.498978548473514,0,0,1,1
