v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,group
-1.992210124,-0.890191054,-1.348213646,-2.94802278,-1.4388802,-0.052094681,1.164673053,-0.841125563,0.550300525,0.581169307,-1.318289108,0.756827934,0.980989459,-0.093701808,1.119551879,1.409970461,3.499925911,1.711826215,1.190325293,1.438482255,1
-1.99677345,-2.007399103,-0.511089045,-2.338259647,-1.351180572,-0.001341679,0.065706988,-1.402774244,-1.283091082,0.447889298,-0.482031924,-0.624367891,1.269836677,-0.033956718,-1.375539916,0.913204559,1.825998759,0.658880342,2.516475366,3.021257283,1
-3.15285835,-2.547326076,-0.844293834,-2.760509341,-1.331490183,-1.360052485,0.075191558,-0.09210472,0.062226916,-0.081511642,-0.845128952,-0.423515215,-0.751857839,1.67896146,1.423203149,2.368117354,2.093902247,0.223092787,0.985427368,2.750584036,1
-2.047869723,-1.500804039,-1.929594559,-1.817611924,-0.287926218,-1.743152556,-1.297584254,1.081900182,0.035392856,-0.139207658,0.964496077,0.157697316,-1.793214486,1.447586051,-0.922550836,0.398915417,0.915821833,1.869983344,2.447884655,2.140558849,1
-2.53484068,-0.616810433,-1.454595713,-1.310853631,-1.938909219,-0.10060141,-0.214168023,-0.677192339,-0.215749302,-1.104124382,-1.174726781,0.725452711,-1.982675127,0.407396052,-0.918412159,2.087514016,2.050398916,-0.158091898,2.120183022,2.588308931,1
0.592267169,-1.392461736,-2.114398368,-0.711470669,-1.446867524,0.299342519,1.133579705,0.336466678,1.168446288,-2.09403979,2.132167515,0.265100785,-1.590222179,-0.723510963,1.307233612,0.584502126,0.071419337,-0.025427686,1.194345508,2.902939513,1
-0.127163383,-1.137870779,-1.767354621,-0.98856631,0.118332601,-0.176129214,-0.60846429,0.71713383,0.32085256,1.412685477,-0.23969075,0.509290165,-0.287937418,1.348319747,-0.419289953,-0.297396323,2.514787739,1.604085021,-0.525501913,0.688849406,1
-4.118781619,-1.580030756,-1.856800885,-3.134684029,-1.597513974,-0.68126185,0.38251644,0.698342056,1.365478545,1.454331311,-1.125664774,1.558289214,1.080986699,0.519657952,-0.875663615,0.64724337,1.272324157,-0.264693335,2.78944457,0.035816449,1
-0.328753401,-1.066524866,-2.006747606,-2.073803594,-1.749363279,-0.31636624,-1.375762413,-0.277080785,1.7537617,-1.72765301,-1.433897626,-0.219387977,-0.291060909,-1.552494683,2.465858353,1.87038399,0.959745888,3.012141721,0.566375138,2.875426697,1
-2.20674161,-2.625646053,-2.728796803,-0.745909604,-0.242251228,-0.847000184,0.499407701,-1.003264861,-0.663839989,1.02386073,-1.236226728,0.021504262,0.468052872,-0.070043787,-1.414916008,1.995943609,1.906484714,1.091560484,0.57570952,0.585753338,1
-1.842684403,-0.628394187,-0.287482284,-0.406867507,0.138647717,-0.276572831,-0.052624979,2.348892426,2.212287837,0.884269175,0.090327995,-0.186469492,1.08386695,0.516644972,-0.803124332,2.153049926,-0.409054193,1.534466119,1.693916827,2.664814666,1
-1.96786459,-0.393380549,-2.175577472,-1.94734034,-2.746994857,-1.240045451,0.118661897,-1.214628889,-0.335205877,1.172383558,0.400857617,-1.498097225,-0.605223721,-0.241418996,0.376239698,2.351118521,0.59723796,0.290858973,2.640671832,1.183713867,1
1.226760917,0.117416213,-0.549419772,-1.684552926,-3.66745397,-0.691031986,-0.449018933,1.254037156,1.967333772,0.518198975,-1.629615722,0.291401271,1.764238745,0.295276941,-0.598910717,1.238030526,1.400833085,1.059745568,1.010068959,1.438459277,1
-0.210843233,0.282727842,-3.886894713,-0.677443796,-1.76916409,-0.96641499,-0.012651796,0.661858532,0.091139469,1.654422137,1.156675264,0.864008851,0.499366235,1.57748131,-0.550472018,1.827710345,0.574994326,0.867730659,1.682652457,0.258358479,1
0.176045016,-1.161839346,-0.337987931,-2.489576341,-0.963340424,-1.354558053,-0.035052222,-0.038393864,0.239939542,-1.043671638,0.214642182,-0.229462498,0.987621277,-1.035188541,-1.219598631,1.319573326,2.084192432,2.414514006,3.185584845,2.117795146,1
-0.574508135,-1.823677666,-0.771960195,-1.395100161,-2.566445796,0.170810841,0.516047821,2.845530496,-0.278156231,-1.061701179,0.95418872,-0.540016846,0.032371016,1.090738665,-1.499316932,0.505940982,1.894567372,1.308243574,-0.900385276,2.173280236,1
-1.275596379,-2.47999297,-1.805215551,-0.383114069,-1.489344711,-1.505830816,1.134213663,0.268731119,-0.380904965,-0.469588084,-1.066469013,-1.248452481,1.398743508,0.77680917,-0.749005412,1.809337958,0.742936037,1.998239879,2.806871702,2.012670837,1
0.535160646,-1.979702813,-0.488440822,-0.330923369,-0.208846654,0.670483824,0.308264073,0.649434063,0.054860191,1.093762159,0.622343225,1.292766659,-0.195882272,-0.458604554,1.0785261,2.134449559,1.679938471,1.593573053,4.132151484,1.677201222,1
-1.866484285,-2.01792602,-2.884178028,-0.604829961,-1.533229295,2.177500241,-0.272189405,0.350091916,-0.739987533,-0.338627613,1.021793647,-0.351954394,-0.268197449,-1.422683559,1.488771439,0.704061495,0.873986506,3.150960424,-1.077998848,1.36746845,1
-2.906307503,-2.141662843,-1.34110976,-1.456798634,-0.497557025,0.469728887,-1.016147887,-0.598974534,0.145250122,0.495397948,-1.121475381,1.844528528,-0.163212393,1.760746012,1.196567942,1.511479467,1.36518568,0.775089307,1.978097918,0.209642992,1
-1.34143082,-1.676722101,-2.465598142,-2.648201032,-0.28045975,0.56596448,0.174580592,0.207074935,0.641189423,0.347857465,-0.028411179,0.541302073,0.266987661,1.838083035,-1.74479909,1.501622863,1.349478095,0.82639044,1.576108397,2.175709247,1
0.141902291,-0.884124577,-0.613602592,-2.35336281,-0.292461823,-0.833502566,-0.524896063,-0.063535913,-0.077693277,-0.660462846,-1.387181207,1.787454245,-0.512788665,-0.514143986,-1.330677684,2.617794905,1.034733241,0.392419341,1.837146936,1.674897656,1
-0.723854107,-2.730730877,0.629188729,-1.82955145,-1.908414343,-0.195380618,-0.710270921,-0.830421163,-0.214889715,-1.945755395,1.46242674,-1.461218511,0.809053558,2.071773531,1.259608452,1.92467214,1.078526716,3.705548433,-0.505314561,1.078394697,1
-1.933681036,-0.864320463,-2.496568752,-1.106533183,-1.33073636,-0.146142764,-0.007353268,1.353709565,0.295291924,-0.02183154,-1.541739691,-2.568683677,-0.806063357,0.382089852,0.730212156,1.767986588,2.093780882,0.711655325,2.356099275,1.899905791,1
-1.213717525,-1.774097886,-0.518923029,-0.252993723,-0.778501523,0.578626564,-0.199048297,-1.289770063,-0.153151194,-1.2326514,1.016923785,2.197483546,-1.028495918,-1.053869116,-1.391576874,2.19948936,1.042580925,0.878608756,1.267425514,0.645463765,1
-1.82220625,-1.026441174,-1.773566464,-0.949333697,-1.908194136,0.107989695,1.189283724,0.102073659,-0.20766395,0.377653207,0.522174402,1.591880974,-0.833509597,-1.477608052,0.465059161,2.150485419,0.972485447,1.882372575,-0.141216944,-0.002849564,1
-1.793964853,-3.391711601,-1.236334559,-4.025779006,-2.20116777,0.009977993,0.609929688,-0.606896375,-0.608130815,0.629564156,-0.092621026,0.902298075,0.103624013,-0.490785472,-0.333252341,0.663205614,1.381814679,1.544831028,1.413368576,1.594210837,1
-1.357702182,-2.298400313,-2.552521182,-2.292400515,-0.376705627,1.550529514,1.037221162,-0.299593627,0.587816057,-1.583484905,0.460811882,-1.613020592,0.081449357,0.172642787,0.331128828,2.758769622,3.070838719,1.376388979,1.846847515,1.069821655,1
-3.028549547,-0.364961595,-1.952468137,-3.080462133,-1.118587177,1.263543727,0.770464456,-0.964966845,1.393568396,1.837102457,-0.833247625,-1.36691463,-1.604282312,1.066645408,0.298532603,1.520052314,1.647716251,2.439795485,1.526628157,1.588875921,1
-1.016421943,-2.953562089,-2.054263347,-3.114160166,-1.201883528,1.250625512,-0.436967223,0.65693702,1.414004589,-0.53081392,-1.723936298,0.614558248,-0.961024863,0.623918319,-0.283668579,3.840852171,0.699667213,3.016966733,-0.475746691,-1.154310977,1
-1.725578409,-0.64362028,-2.319715274,-1.045219709,-0.80246918,-0.511927654,1.931832926,0.717563224,-0.636035604,0.720331952,0.695062194,-0.845449082,-1.296739183,0.630148793,-1.288960357,1.987778267,0.639285072,1.835705961,-0.339546221,3.064132198,1
0.170179182,-1.66613152,-0.923615404,-0.478020495,-1.502253061,1.096446228,-1.309551777,-0.080194582,-1.499937574,-0.419747915,1.075524374,-1.718393778,-0.111796413,-1.258440695,-0.112826625,1.158158862,0.637909254,3.578969147,-0.266764995,1.795591269,1
-3.872077797,-2.226462008,-2.906136832,-0.75929146,-0.878130524,-0.066694037,-0.887892289,-0.052080842,0.321181645,-1.050128232,-0.189251245,-1.35633822,-0.3567036,-0.317162783,0.149537806,2.308159156,3.495070697,0.314689231,3.696493758,0.953270646,1
-0.949593783,-3.338543569,-2.298560811,-2.400322758,-1.267002823,-0.089240797,-1.584450863,0.547657596,0.701712581,1.478788416,0.433079957,1.303096782,-0.61961903,-0.589223271,-0.337485383,3.197709239,0.597852366,2.324466303,1.6115373,1.290614922,1
-0.367838586,-1.843308731,-1.404759925,1.102296406,-0.50673847,-2.415153317,-0.028401239,2.51840625,0.13716649,-0.025211008,2.246642992,2.443420395,-0.822540121,1.30097715,0.003154733,-0.031413262,0.707242614,1.787360874,0.913847878,2.252178628,1
-3.332277305,-2.130993062,-0.965144572,-4.217693463,-1.342454866,1.36035158,0.052795689,-0.969407065,-0.830742593,-0.019480797,0.389476129,0.4217557,0.6079189,-0.786674509,-1.507915751,-0.341016711,1.308738285,1.025795851,2.627187176,1.445086091,1
-0.308011524,-2.06935592,0.23359186,-0.840675895,-2.265681739,-0.242773336,0.127794162,-1.813641816,-0.271576718,-0.001610611,-0.398957887,1.102545795,-0.636550096,-0.913327683,-0.027533894,1.066832578,2.196515706,2.245453332,0.853112826,2.183278645,1
-1.127862481,-0.260011194,-2.477332042,-3.169577913,-3.109924594,-1.123291425,1.194582728,1.219912138,-0.860503047,-1.813773862,0.621083645,0.092628003,1.092843882,0.263044561,0.464484752,1.209997995,1.503785083,2.299834319,3.638178073,1.361757564,1
-1.55421731,-1.201238691,0.30255443,-0.449140079,-1.973906746,0.113683346,-1.374979572,-1.006568872,0.534774583,-0.908083412,0.336053255,0.149173999,0.461705414,1.287414735,-0.753998922,1.454351778,0.450807837,0.110157113,-0.439716144,-0.402663682,1
-1.590661564,-0.876049372,-2.907196607,-2.365748707,-1.87897661,0.875216224,0.574883158,-0.911596219,-0.453534946,0.841321102,-1.977261156,-1.971487694,0.12697522,-1.729846172,-2.082814828,0.682775842,1.757783809,4.045326999,2.423603339,0.551226941,1
0.858059508,-1.825305808,-0.756690552,-2.402936147,-1.62922778,-0.045793746,0.719443524,0.030503855,-0.932731942,2.242341669,0.30406455,0.251608352,-0.349045531,-0.925542308,-1.810565152,1.598988847,0.26148912,1.740648328,3.310885358,2.629378572,1
-1.596538173,-2.004052069,-2.343920703,-2.982733694,-0.922622666,-0.055862826,0.174060736,-1.148127743,-0.523297826,-0.692562949,0.467338506,0.101280102,1.637732525,-0.08467705,-0.155632203,2.017133516,1.178936496,1.115393254,3.025101182,-0.078351295,1
-0.155390801,-1.434241655,-0.69725437,-0.943364931,-2.499304514,-0.380380421,0.31721903,-0.422781632,-0.859109064,-1.410800268,-0.00632824,0.066263393,-0.056799223,0.085580943,0.082272502,2.351154363,1.415770747,2.696294092,-0.046564395,2.067863401,1
0.440690717,-2.328613472,-1.104419974,-2.516204598,-1.677056662,-2.872609188,-0.841751188,1.248336457,1.659595032,0.56849724,-0.961838176,-2.834878592,-0.672817112,-0.349857544,-1.661752924,0.699309109,2.695540856,1.359091781,-0.843013487,2.641260206,1
-0.896293793,-2.050516784,-3.426410316,-3.185336653,-0.533394092,0.041567332,-0.990448201,-1.26622188,2.149437193,0.092354467,0.283735306,-0.25151413,-1.388586701,0.769890025,-0.751861556,0.47900649,0.032841056,1.946646905,3.404844825,3.660855224,1
-2.403723199,-3.060830377,-2.633658179,-1.812332242,-0.376257953,-0.645909405,-0.515276133,-0.213661506,2.345127822,-0.859173245,0.175670516,-1.248328234,-1.01676193,0.370099499,-0.727965707,0.838281142,0.710303343,2.995113457,2.539482189,1.484780102,1
-1.349677555,-1.344328402,-0.382575601,-2.494124646,-2.96420139,0.402347435,-0.536108541,-0.555551935,-0.633556237,-0.538249074,0.967564372,-0.215554021,0.084823246,1.069130338,-1.835753314,1.556766899,0.15260963,2.257460158,2.275939749,0.959492512,1
-2.596869778,-1.922031373,-2.107376564,-2.587172413,0.92493796,0.817020284,-0.111646221,0.764735323,0.81669866,1.508342135,-0.622610168,-0.4628633,-0.698183575,2.510483681,-0.342526599,0.84561883,1.492096825,1.047247745,1.410397016,0.434374835,1
0.037399228,-2.363360238,-1.921034172,-2.656156358,-1.89993112,1.223129103,1.2078675,-0.573847366,-0.965350922,-1.365685324,-0.382810865,0.360430573,-0.723546048,0.500849722,0.256794346,1.104745185,-0.067405611,1.665206182,1.53741507,2.822080057,1
-0.942252867,0.107915667,-1.745618782,-3.144224446,-1.320943224,0.155907669,1.633150933,0.351426242,1.721256759,0.890649972,-0.113743121,-1.060738403,-0.677534282,-1.368704024,1.406435734,1.047579198,2.861237426,1.06051993,0.933715989,1.434064299,1
-2.555584491,-1.064574083,-0.113366187,-1.545074882,0.143446743,-0.900614312,-0.070385424,1.079889675,-0.744266204,0.526561715,0.542747022,0.929061446,-0.484051025,-0.902716454,1.363451995,1.811283236,0.014146127,1.018661615,1.500352159,0.67891527,1
-0.224111059,-1.331388194,-0.701305494,-2.658454017,-1.077937432,-0.545552506,0.331605975,-0.850269251,-0.324581436,0.138326832,1.102124736,0.96246223,-0.629887238,-2.54232112,-2.079013203,0.632860391,-0.153423282,2.548342036,2.484887881,2.297200317,1
-3.15443043,-1.916396967,-1.72480928,-0.122999162,-0.578278243,-1.01602759,-0.77080983,0.128369747,0.549273643,-0.452089481,-1.105374634,0.927614322,-0.800112747,0.854869216,0.323415852,1.54895964,2.605222928,1.417389289,-0.360075342,-0.141888847,1
-1.765518324,-2.212178982,-0.445191109,-2.616684542,-2.373207783,0.349005436,0.961389162,0.352362932,0.085454982,-1.635952946,-0.03173317,1.611761631,0.070405644,-0.860038308,-0.591754254,2.346771898,0.134244012,0.752256695,0.555061558,2.762345679,1
-2.760347165,-1.869329141,-2.348593214,-2.146390157,-1.522347791,1.238667524,1.11167582,-0.349163435,0.603796921,-0.618950643,0.487549418,0.382051922,1.738436739,0.477825419,-2.093396532,0.671301231,2.763368484,2.064886006,3.533888275,1.263125431,1
-2.14346846,-2.064726535,0.931114952,-2.870376347,-0.152206969,0.325062362,-1.25435307,-1.136582321,1.190413616,0.356356679,0.564644176,1.270055865,0.723581522,-1.787898058,-1.189348653,1.449555741,-0.092269379,0.076277236,2.608131869,0.995476348,1
-1.284063744,-0.869325961,-0.467685806,-2.116575877,-0.735698737,0.055794366,-0.386757744,0.050309996,0.133036419,0.459818411,0.871630934,-0.79522142,0.777943835,1.154585355,-0.203671086,3.989495094,1.957156497,0.428368364,-0.093325873,1.914545653,1
-3.140577522,-1.680607768,0.121625541,-1.940288095,-2.14931148,-1.904954766,0.513939119,-0.03663254,0.174146137,-0.651837625,0.226058818,0.976093751,-0.189502531,0.07709588,-0.890719559,2.071246284,2.244748707,0.571480045,1.87071492,1.449816262,1
-1.18180937,0.293497689,-2.76221875,-2.070688376,-2.048222511,0.571136887,-0.350893263,0.34841639,-0.84517844,0.657489394,0.158014853,0.844710234,0.848144204,1.38981247,1.12951598,1.53965006,2.166497032,1.775056303,1.199407146,0.514457446,1
-1.729291545,-3.369474783,-0.417533097,-0.950998924,-0.409004543,-0.887709765,-0.3072734,-0.079097001,0.083822104,-1.056228068,1.308786747,-1.458816551,-0.906656036,-0.982180034,-0.519687023,1.850923771,2.028247811,1.979376808,-0.232724035,1.956910368,1
-0.666801369,1.447009116,-1.547671447,-0.828303513,-1.871029566,-1.075937539,0.199768267,-0.778228416,0.352869156,-0.33034832,-0.64827217,0.526765101,0.308106304,0.655979047,0.698086017,1.576029132,2.153295886,-0.161475896,2.02050085,1.477586977,1
-2.092312986,0.895162365,-2.068526567,-1.828537009,-2.679707053,-1.159773348,-1.152142034,0.144876429,0.759287686,0.04178102,-1.002288407,-0.630688621,-1.305110364,2.009728439,0.072249076,1.03501758,2.3167752,1.652977578,1.814986725,1.798715223,1
-1.150356797,-0.605657121,-0.552846074,-1.410711577,0.397406532,0.691329795,-0.753347216,-0.017737293,-0.081302603,0.77472314,0.023565701,-0.292388254,-2.330894328,-0.381891611,-0.01552024,2.608213589,2.863125436,3.203785836,0.608088072,2.827235715,1
-1.044529691,-0.974713537,-1.789849146,-1.831964398,0.029804952,0.863467113,-2.180553433,-0.507995825,1.316106293,-0.253140817,-1.609847853,-1.588139634,-0.936504574,0.700244049,-2.526798838,1.314769461,3.197292098,1.608248632,3.038020578,2.392502136,1
-0.449908461,-0.521498826,-0.105670552,-2.779562063,-1.304480267,1.061308617,1.355928915,-1.000883761,-0.514383494,1.496488617,-0.224108996,-0.263067606,-0.398089991,-1.462952231,-2.206867113,0.763858465,3.442958731,1.181584695,2.155555018,1.313042403,1
0.492008294,-1.120462597,-0.307892948,-0.568924978,-0.902470045,-1.12592755,-0.68939662,-0.176451068,-0.8839236,1.449280602,-0.420127714,-1.351921324,0.491133682,1.526295869,-1.154260189,3.45454829,0.788409999,3.491731312,2.013377912,1.766078777,1
-0.30933418,-1.687336572,-1.95362122,0.114914547,-1.425802824,-1.45095792,-0.189915079,-2.056433945,0.28940759,-1.652210471,-0.408234084,-1.216535776,2.078404033,-0.254744022,1.619907513,1.128194947,1.806600591,2.257134755,-0.105840147,0.675619745,1
-0.400675343,-2.325824947,-1.030852781,-1.554634997,-1.248654107,0.763512959,0.479072135,-0.488983598,0.482928238,1.193451171,-1.226336711,-0.530747697,0.405472494,-0.557031445,0.465182019,0.392295247,0.665824063,1.796931157,0.878082938,2.976289346,1
-1.627149259,0.281078227,-2.742620828,-1.209448518,0.829056071,-0.5826247,-0.359627782,-0.888415262,0.086256509,-0.55768674,-1.153157562,0.038534784,-1.976806914,-0.365880126,-0.06974252,0.511513052,0.537188226,-0.048532715,1.617068651,0.687939952,1
0.198464757,-1.408081855,-1.352187532,-1.619577133,-0.599649961,-2.377015474,0.936416553,0.092167513,-1.069169961,-0.675725063,-0.670657148,-0.806910469,-0.742821161,0.360877502,1.855432451,0.928005515,0.761611204,3.263599464,1.27574017,0.085092529,1
-2.433105542,-0.4783106,-1.333744869,-2.31281274,-2.431247947,2.462727621,-0.431571095,1.570419155,0.956669846,-0.799800066,-0.006542345,-0.782732782,-0.536358764,0.083773826,-0.356271827,0.806277868,-1.003927856,0.927820746,2.088079965,0.956556663,1
-0.031351221,-1.97605295,-0.181098306,-1.593114773,-1.061709679,0.273503415,-1.647369585,-2.441412726,1.175701567,-1.39145251,-0.554034969,0.112820986,0.199900567,-1.160139652,-0.915203944,1.137083619,2.981479829,1.165573715,2.275339877,0.396483858,1
-0.105716759,-1.537695779,-1.719249472,-1.523866616,-1.563255212,0.20089278,0.34802302,2.14782486,-1.420699043,0.340356312,1.160672497,0.372258091,0.099034489,-1.299357413,0.683990746,1.458943776,2.128106871,3.013698693,0.394732698,0.107281406,1
-2.358807816,-0.946595665,-1.768202947,-2.259559044,-1.875973185,-0.689335086,-0.330922714,-0.240078937,0.541228904,1.316066865,-0.975593528,0.82679592,0.467333507,1.588108129,0.835558979,1.277704062,0.528579977,1.066725171,2.622754318,3.112222888,1
-2.630665837,-1.040997321,-1.159907747,-0.753893184,-2.609054479,0.054360728,-0.014549884,-1.686111524,-0.727282114,0.043394132,0.275933566,-0.486460376,0.496790268,0.357736495,-0.217814324,0.745951743,1.953673301,2.188899214,0.351374205,-0.323596448,1
-1.195209949,-0.528348546,-1.214603097,-1.671206536,-1.809395243,1.38423396,-0.37366084,0.253392365,1.563503444,1.506708432,-0.309233265,-2.252000659,2.3472149,0.685285988,-0.961063865,1.783971896,0.861717227,0.482558464,4.556344217,1.258687604,1
-1.303842894,-0.721128934,-0.182495336,0.014151739,-3.84267223,1.026611941,-1.917349963,-0.7419488,-0.257932242,0.225585995,0.838953387,0.734666836,-0.7230008,-0.291016019,2.780196226,2.813058221,2.349330586,2.048636327,0.085365765,0.408586831,1
-2.12613018,-3.077053354,-1.535418346,-1.934244101,1.375683354,-0.731217981,-0.518692954,-0.649742826,0.435280549,-1.31568534,-1.303501766,1.469614121,0.214857912,-0.248189096,1.297752088,1.599675913,1.745470962,1.323079092,-0.90243525,3.19768525,1
-2.706838876,0.526083788,-3.417958538,-1.528445258,-0.207499991,0.818039734,1.617249341,-0.799837353,0.382568522,-1.532049942,-0.281979346,-1.008094681,-1.202253009,-0.59883305,0.966078048,1.568153917,2.518152346,0.043226667,1.094708198,3.087884078,1
-2.491320632,0.238714399,-1.291968194,-2.8426165,-1.094529777,0.366726929,0.091626922,0.25491387,1.669543068,0.470490784,-0.163024344,-0.54314575,0.91765281,0.918089944,0.828114711,2.537765506,2.063272503,0.442342129,1.817713357,1.986316593,1
-2.270833358,-0.944234315,-2.569230491,-3.004194474,-0.20359856,-0.439553956,-2.151893836,-0.482429007,0.315152841,-0.495265102,0.214585767,-1.395794071,-0.435696639,-0.844248508,-0.128893625,1.707366189,0.955623586,1.359225475,2.107651483,2.373506522,1
-0.985062344,0.123361201,-0.2425372,0.929185558,-2.568544316,-0.167361459,0.48832963,0.355961571,-0.668490408,0.716237206,0.519992809,-0.748523499,1.404586308,-1.016807715,0.273294345,2.821131869,0.210599088,2.486351466,1.78216731,1.534867816,1
-2.143771806,-0.919715643,-0.188879202,-3.33479989,-2.187916224,0.320183012,0.526074194,-0.07583704,0.354151974,-0.637306454,-0.358556187,0.631177213,-0.103344699,1.551212858,-1.744431578,0.796726019,0.056594979,1.543946566,1.414355776,1.567718289,1
-3.08546759,-1.165796724,-0.81952638,-1.088219592,-2.102503462,-0.338829512,1.593937155,0.59737243,-0.260275806,-1.140447786,-1.280570756,0.588134848,0.020589094,-2.42339938,1.730234647,3.189648571,0.799121103,2.496650687,2.125679023,1.710261837,1
-0.225925686,-2.4972905,-1.382411433,-1.417045973,0.164750601,-0.256693437,0.826167539,-0.3111134,0.641107766,-0.820754449,-0.963352053,0.034711143,0.028267467,0.467495326,-1.101958766,0.166527396,2.04779959,1.230854268,3.472781647,1.826506934,1
