v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12
0.934929657,1.246310672,0.066393837,0.244906719,-0.009265152,1.967374524,0.411590001,-1.464061997,-0.303967116,0.373179804,-0.066146982,0.167182195
-1.377167598,-0.354990758,-1.633525677,-2.646335149,0.371692753,0.41693912,-0.297044162,1.80441095,-0.654729984,-1.00740651,0.410955585,0.015480796
-1.248963017,-0.520511115,-0.458514213,-1.154199371,1.206962033,0.777796027,1.394117505,0.478034741,-1.098255869,-1.395346936,-2.62751085,0.028927508
0.734390846,1.029117889,0.926537618,-0.867184987,0.343617209,0.545458143,1.173184054,0.119522376,-0.376423899,1.630224369,0.933593143,1.127186179
-0.166812708,-0.307988081,-1.866903631,-0.450369998,0.102561679,-0.401326945,0.113759429,-0.267654029,-1.300627312,1.184864298,-0.953697372,-1.461934725
0.403685131,1.304103628,0.551513721,0.35829064,1.714937756,0.777961504,1.814517487,1.042987162,-0.009845551,-0.30557211,1.610798974,0.592137187
1.305507115,0.950056248,1.156571413,1.068816927,-0.491169493,0.960589461,1.147909232,0.244871708,-0.054147529,-0.123872457,-0.10388245,-0.390019675
0.796418988,1.072238877,0.603381805,-0.085186829,0.267217002,0.015811616,-0.953989133,-0.401141465,-0.528027892,-1.118433304,0.108490989,-0.402618269
1.56365079,0.89386594,0.88758768,1.625680913,1.883329806,-0.371024582,0.299532647,-1.679525642,0.079046251,-0.548661343,0.817601487,-0.173872743
1.845970502,0.792963424,1.985111347,0.580914802,-1.225235429,-1.369715846,-0.572093839,0.461183419,1.729002518,2.558197499,2.173237406,1.312059268
1.321305344,-0.475850146,1.196052647,-0.320713138,0.74500407,0.3423234,1.530735543,0.881309059,0.807403701,0.530809097,0.695989293,0.314415551
0.518911923,0.78566865,0.412896595,-0.615129253,-0.61435151,-0.871443436,0.64575584,-0.339795821,-1.375416383,-0.078246639,-0.746428461,-0.76456207
1.608078727,1.693911565,0.20266313,1.422989656,0.167530835,0.320855739,-0.480222988,-0.252125542,0.749032018,0.940756113,1.464458623,0.583714956
-0.289778483,-0.755981805,-0.693787943,-0.961034823,0.657838364,-0.048664846,2.038427632,-0.260005516,0.563143984,0.871363208,-1.275478427,0.367741122
1.017998496,1.036399989,-0.060254499,-0.45662972,1.445265627,2.576621946,2.357952837,1.31089995,-0.21070359,-0.749927671,1.090561928,1.237671693
0.493029635,0.602569596,-0.244877753,0.076524052,1.042738832,0.782048153,1.445355266,0.289025608,0.118439736,0.859311015,0.204047412,0.899278197
-0.898117258,-1.376825049,-0.741090105,-0.926232298,2.089719947,-0.383826219,0.963110369,0.512301229,1.159235147,-0.589080088,-0.021442681,1.072988071
-0.137148604,0.07660667,0.560073771,1.653349293,1.681096368,-0.12166787,2.620554799,1.182072509,1.44862454,1.745983189,0.343012695,0.231888784
-0.67817812,-0.426842593,-1.122220738,-1.645748395,-1.816159523,-0.209720195,-2.039939341,-0.838795078,-0.159635182,-0.152494628,-1.011708064,0.446358513
0.401973622,1.150981965,0.403512147,1.415394158,0.568128406,1.250240768,0.54420158,0.553632873,-0.305444847,-0.704333084,0.643836372,-0.262286459
0.009923174,-2.03705223,-1.816762354,-1.851825513,0.424145371,0.15069236,-0.355344994,-0.798863455,-0.193832942,-0.597234317,-1.175524739,-0.61454896
-0.465295253,-0.804792212,0.535541109,-1.077703102,0.008807109,0.589104171,1.11710425,1.072273039,0.016506148,-0.188618351,-0.040440111,-1.743737295
-0.547739095,0.320898512,-0.786287182,-1.487718311,-1.384170244,-2.466306823,-1.161208166,-1.802648322,-0.672778774,-0.49028206,-2.39635385,-0.903162331
0.678905937,-0.234318651,0.000392624,-0.687501532,0.092372052,-0.443871275,-0.458857,0.538669953,-0.724063196,-0.953723497,0.031876434,-1.336861728
0.468815314,-0.837260218,-0.47121589,-0.236660626,-1.205982984,-0.94361454,-1.656310986,-0.643455213,-0.839998274,-0.416582518,-1.077597605,-0.830264249
0.627210769,0.276191907,1.054400218,-0.089536633,0.038705447,0.392559874,0.398062339,0.071752955,-0.372145653,-0.295887787,0.18298801,-1.85718402
-0.101542804,0.94967471,-1.307341402,-0.837388335,-0.068409411,-1.407627239,-1.034510097,-0.611429915,-1.207110142,-1.009313568,-1.68223043,-1.890130854
0.330902979,1.038646506,0.881616772,1.992193081,1.261048691,1.96990942,1.798974166,1.168177828,0.953795932,1.402516946,0.738521421,1.578962294
-0.242457954,-0.244340614,-0.397383872,1.060933943,-0.045832781,-0.628714805,-0.404225639,0.211424054,-1.780311441,-0.765519253,-0.846276417,-0.996765809
-2.243994371,-1.484957986,-2.197784394,-2.319881671,1.976245643,0.484977716,-0.639563284,-0.990923498,-1.717384675,-1.869517882,-1.368706868,-0.63542285
-0.673139022,0.939205783,0.639072946,-1.481917378,0.021803043,0.260412704,0.727446025,0.959560695,0.218196146,0.338882662,0.039104334,-0.644926379
0.277144959,-0.497157549,0.87246967,0.346794962,-0.194924096,-0.397594856,-1.451784654,0.233897184,0.779465165,-0.148928105,-0.441401332,1.170115686
1.099680202,-0.585329587,0.104445699,1.258393627,-0.745010939,-0.836090471,-0.96373248,-0.151842317,0.782657549,0.911083867,1.599373645,1.207855536
-1.771082234,-1.708559771,-0.763192903,-0.116161653,-0.270413951,0.702314978,-0.234346345,0.05218789,1.327987233,1.557485803,0.661403962,-0.237418263
0.996318468,1.499625846,0.686608735,1.00219515,0.05615898,0.427192325,-0.14037156,0.641695234,0.895469664,-1.047390342,1.262643069,0.484541409
-1.309251791,-0.069527048,-1.592486091,-1.832453377,0.048526336,-1.482084539,-0.981625006,-0.979463002,-1.67341204,-0.583144471,1.1476668,-0.762961623
-1.711478659,-1.525550383,-1.713010105,0.021002473,-0.059772438,0.511249163,0.410643324,0.434309736,0.267514701,-0.842552279,0.295856792,-1.135321269
0.12940423,-0.144788637,-0.971527124,-0.135469351,0.815775406,0.440588179,-0.423387871,0.590436388,0.24519107,0.51480216,-0.594598492,-0.142570475
0.327218373,-0.061155756,-0.177075083,-0.604060691,0.094749656,-0.846443105,0.974126722,-0.180493723,0.080575425,-0.444950266,-0.469275368,-0.171045861
1.733332042,0.748409501,1.453564099,0.772946494,1.25331385,1.530926283,1.638632462,1.04465438,0.014837181,-1.028510429,-0.049065639,-0.493939632
-1.229882913,-0.887202505,-0.768808211,-0.476323263,0.789503434,-0.113524759,-0.042312494,0.443001545,-0.282428221,-0.210422174,-0.818363701,0.069695892
1.687296517,2.430235376,0.629525924,1.405046859,0.774370813,1.222461934,0.913096945,-0.526661923,0.219682918,0.857431477,1.047290233,0.17690291
0.338378178,-0.600175588,-1.841286706,-1.124957906,-0.237562542,-0.371260964,-0.191684039,-0.51014609,-0.907468484,-0.975529259,-0.07400772,-0.633169553
0.784424287,-0.249390603,1.205600432,-0.09489272,1.343715069,0.285231114,1.570888972,0.581529624,0.924520275,-0.475643333,2.000876218,-0.66172659
0.433673333,-1.399179836,1.268373078,-1.263580931,0.221787675,0.528846902,0.677159317,0.652308307,0.028496023,-0.780319124,-0.080342312,0.240104911
-0.000831356,-0.243818722,0.516741878,-1.25337467,-0.020521146,-0.123258817,0.467030773,0.162756862,-0.288254957,-0.218867355,-0.736188227,-0.005425217
0.422814967,-0.521706078,0.341278625,0.936019974,0.355057334,-0.640593623,-0.27487291,-0.496735176,-0.835848283,-0.043076984,0.248908592,-0.714524634
1.559904501,1.517391524,1.343159995,0.831047004,-0.261888537,-0.451296064,-0.311093005,0.209459113,-0.613084742,0.573921657,0.622491907,0.822402846
1.600757555,0.838391801,0.727918524,-0.014540326,0.660422672,0.631348407,-0.561038284,0.654831681,1.588484116,1.975796088,0.301619973,0.367285594
-0.540923495,-1.19878709,-0.332519379,0.455027665,0.775776543,-0.824049403,-0.922747478,-1.297880952,-1.34864257,-0.333955321,-1.010314164,0.208676394
-0.575780716,-1.161579141,-2.204541016,-1.747033615,-0.939173323,-2.74508813,-2.567612737,-0.56643518,0.092589196,-0.33185121,-1.083356883,-0.901721456
-0.236959604,-2.580394987,0.333396461,-1.455029054,-2.101666176,-2.374043495,-1.930329024,-1.259573853,-2.497450971,-1.207649802,-1.215007504,-1.760092714
-1.324497827,0.129106132,-0.324056156,0.85214905,0.776695073,-0.880104564,-0.125689803,-0.07723709,-1.242742308,-2.538153598,-3.751222008,-2.435882387
-0.1694808,-0.913320373,0.034799961,-0.862611435,2.019080925,0.34163531,-1.394185724,-0.486106216,-1.003393454,0.331019157,0.537476171,-0.194273991
-1.028403125,1.095042065,0.26576989,0.147597683,-0.064416654,-1.005483683,-0.399138388,0.029927381,-0.391490959,0.132712958,0.669725962,0.717292118
-0.151191778,-0.995227307,-0.18191502,-0.074393436,-0.582999935,-1.639202002,-0.760206275,-0.935187853,0.131142113,-0.026016655,0.006888832,0.504353047
1.321150212,0.255163422,0.463050168,1.511797181,0.105549312,0.817171661,0.037253423,0.232959042,0.139591766,2.017502749,0.414787651,0.415917007
-1.35905397,-1.125659361,-2.27126073,-0.979209637,-0.887380778,-0.245631885,-0.895215612,-1.581917912,-0.215387492,-1.15282034,0.447710101,-0.008976167
-0.032199854,0.047630912,0.812243079,0.142243199,1.344087713,-0.003635017,0.238666093,-0.602421379,-0.399450464,-0.899636179,-0.203462478,0.639566907
-0.388778748,0.584354923,1.587870515,-0.055649539,-0.515574393,0.775179924,0.006742954,0.126947989,0.193245964,-0.465266292,0.954619252,-0.491480566
0.985534428,0.691923817,-0.005683177,0.64862825,2.250993273,0.875509179,0.7356109,1.409498648,-0.519175498,0.246852164,-0.877912528,-0.408640689
-1.919901708,-0.13403558,-0.872237144,-1.523206696,-1.17560536,0.779135998,0.680537199,0.170130418,-0.380331866,0.305139789,0.249363615,-0.489104064
1.318283107,-0.490829113,0.478768009,-0.122573009,0.165415965,-0.874607962,0.053308991,-0.041947512,-1.180066395,-0.60456545,0.301842437,-0.970593277
1.282122846,0.66153368,-0.255259249,0.476786886,-1.518598961,-1.133860577,0.58364142,0.918167331,0.517430689,0.96996956,0.983330965,1.904881324
0.12956779,-0.569339667,0.365734483,-1.014718941,-0.931305968,0.306162317,0.115120414,0.483231666,0.920119074,1.060331634,0.256637014,-0.591288542
0.73498081,2.114006393,0.759219023,1.144470067,-0.013987686,-1.232120435,1.492022934,-0.081267679,-0.882050264,-0.405749799,-0.381646137,1.286330657
-1.281380043,-1.384070687,-0.211621807,-2.1852151,-0.563984458,-2.396765932,-0.978895433,-1.163952687,-0.386029361,-2.075730942,-2.071808073,-2.204539653
0.045063519,-0.58549536,0.021636426,1.8091273,-0.860086999,-0.264946454,-1.016074114,-1.743744993,0.331098445,0.091967831,0.43759878,-0.438150582
-0.396999308,1.237595035,1.662109616,1.240517149,-0.214430501,-0.670667804,0.164259397,-0.276360993,1.107356197,0.08283234,0.794987191,0.534071515
-0.090354836,2.015275204,1.15215323,0.211931886,-1.232819574,0.581457463,-0.331375098,-0.256487449,0.542109372,1.271866161,-0.235442999,0.484021515
-0.48565144,-0.893079295,1.655134607,-0.339784764,0.146550493,-1.560169192,0.362619538,-0.52653737,2.26247257,0.039324698,0.067186695,0.438632033
-1.254495473,0.22746951,1.641630443,-0.101621524,-0.802907891,0.592256087,0.20946048,1.304586627,1.142346467,0.828407029,0.148557452,0.841936383
0.498629635,-0.671773962,0.587080687,0.033958781,0.290930111,0.26876153,-0.126363332,0.058580339,0.886387016,-0.434036421,-0.221358174,-0.887648205
-0.103870924,0.823138368,0.256705134,0.297711676,0.593521798,0.16656738,0.398817493,1.129201318,-0.273235765,-1.300178663,0.029372183,-0.528677954
-1.384889648,-1.877915826,-0.791614851,-1.120682501,-0.160393742,-0.890753933,0.624150908,0.438713013,2.400591021,1.217613095,0.747470821,1.193643597
-1.120812459,-0.883578776,-1.92698544,-0.239933605,-0.861975661,-1.325952482,-2.19494668,-2.027435912,-0.828307992,2.274044958,-0.286765825,0.722325694
-0.125456273,-0.57208271,0.721258241,-0.636810084,-0.479729189,-0.939584429,-0.454059982,0.188395447,-0.784918926,-0.835218133,0.318734619,-1.020275966
0.761357251,-0.45744876,-0.654357933,0.643179973,-1.537565704,-2.378133175,-2.336298842,-1.477727112,-1.337152877,-0.563872206,-1.248489728,-1.025480009
0.289065407,-1.215252887,-0.828802416,-0.955673798,-0.183013358,0.751333283,-0.055254506,0.208406302,-0.531247086,-0.535731524,0.011258406,-1.54691661
0.658597713,-1.624631534,1.416074498,0.200956068,0.147391726,-1.663899194,-0.116818863,-0.725493827,-0.114878192,1.358247549,1.232412384,-0.399790152
-0.069287314,0.232745517,-0.71559001,-0.459847435,0.268279589,0.179704267,2.426164352,0.547007969,1.917270755,1.056480165,1.596463898,0.909651935
0.013651963,0.695101147,-0.113165258,0.746167226,1.002878162,0.21078971,0.113239313,1.494694072,1.608733197,-0.278646061,1.296415263,1.474128698
-1.377729738,-2.856066784,-1.603900709,-1.407128168,-0.809528204,-0.953731369,-0.57035543,-0.440819518,-0.292218948,-2.427377478,-1.464532836,-1.726668965
-0.05815159,0.367992462,-0.436358136,0.407483763,-0.40218344,-0.296814904,-0.246202074,0.687912399,-1.07471547,-1.514453873,-2.978584006,-1.095651277
-0.716933167,-0.330472158,0.394293141,0.138808158,0.491382515,0.227625463,-0.087971916,0.265018344,0.009767714,-0.207394682,-0.729435214,-0.472841663
1.116601719,1.671559188,0.929006624,1.063477017,1.132281004,0.353694521,0.109466059,1.599333692,0.765066621,1.512256141,1.038146535,0.425470523
0.722018222,-0.579123231,-0.011874389,-1.306692374,-0.058809172,0.351403035,-0.288890037,1.556026245,-0.382156386,-1.267048374,-0.287443605,-0.303139935
1.942632307,0.391362974,1.791866926,1.794094859,0.421959152,0.383757633,-1.836679177,1.368753813,1.469553987,1.762442299,1.657719491,1.447443243
-2.747854546,-2.25029764,-2.847443094,-1.166164962,-0.540687565,0.109000171,-1.832524308,-0.214183688,-0.946024227,0.073595308,-0.545847455,0.359886024
-0.413088746,-0.342484278,0.380157371,-0.8254405,-1.091389423,-0.525859157,-1.611954309,-0.662805472,0.579850953,0.440044264,0.583102394,-0.525559598
-1.128047584,0.197175452,-0.879823605,-0.440786915,-0.646410565,-0.918664875,-1.780006546,-0.882154892,-0.444657697,-0.030127669,-0.08588201,-0.575047623
-0.786506881,-0.156915961,-0.328787086,-0.828435427,0.082061778,0.02877372,-0.279249933,-0.779308043,-0.434625276,0.759017599,-0.180047927,0.360763795
-0.368008446,-0.966450133,-0.216145575,-0.330916459,0.425214123,-2.02036321,-0.616207319,-1.347299583,0.335841663,0.084504314,-0.877232926,-0.631449157
0.476866888,1.235635734,0.380367402,0.195612036,0.079836122,1.019237422,-1.250274526,-1.289287507,0.163227434,-0.934593294,0.09054094,-0.841843749
0.912848019,0.688735661,1.311425811,-0.908669466,-1.250959178,0.372890634,-0.866907528,-0.071374894,1.856093679,1.665940445,1.759712262,1.165473827
0.281882977,0.51444008,0.651350747,0.138628262,2.253351706,0.532946322,-0.376111812,0.207314834,-0.602239814,0.63640259,-0.572878392,0.163012783
-0.137861556,0.685952739,-1.485365238,-0.517480482,0.607985314,-0.063292224,0.931660033,1.185906138,-2.206149455,-1.501928595,-0.075243394,-2.118755313
0.10170099,1.741295987,0.342549993,0.644935339,0.460306545,0.364854981,-0.814940856,1.145140939,1.473539451,0.408355155,0.66560335,1.582676079
1.059846024,0.412465454,1.347977751,1.457957813,0.657297478,1.411461686,-0.247860602,0.684044748,0.057380054,0.581671882,0.230351377,1.528480113
-0.58046171,-1.174888882,0.371791708,0.696632974,-0.231607132,-0.125984343,0.046715176,-0.18950756,-0.357002774,-0.97679617,0.087702872,0.29374731
-0.447317192,0.863017029,-0.387656329,-0.579886655,0.588500471,-0.381800197,0.928339826,-0.002278391,0.121071889,-0.232784992,-1.260466101,0.667365596
-1.109443927,0.375502732,-0.410664063,-0.80464708,0.395032774,0.904316291,1.661292982,1.312946347,1.02500293,-1.029572946,-0.032164591,0.070862386
0.04731125,1.157021667,0.492671112,0.136249739,0.887285741,0.181472325,-1.111016656,1.088563676,0.275572802,-1.626602973,0.763004092,-0.288769518
-0.340911752,1.526798861,0.069694165,1.071783479,1.481835631,-0.457957491,-0.415863383,0.075371166,-0.129957651,0.229003841,0.04681963,-1.316334559
1.325532915,0.392830276,1.020074413,0.088709039,-1.707511311,-0.629166297,-0.649015487,0.636842847,-1.00836462,1.440437321,-0.655472432,0.149146955
-0.519676972,-1.571203417,-2.46208674,-2.084713988,-0.171062383,0.787276231,-0.536594987,0.021299916,-0.390329593,0.775079401,-0.685209895,-1.264303802
-0.927822031,-1.152042479,-1.742217083,0.214226176,0.55221404,0.887236959,-0.61066161,0.181008011,-0.243537882,-0.925410697,-0.232205294,1.011843899
0.613905354,1.032573798,1.776182303,0.699014928,-0.374705989,-0.364756034,0.217400714,0.689501196,1.175212663,1.907100942,1.49614055,2.604484388
-1.189786511,-1.587359655,-1.858574647,-2.86018673,-1.216745794,0.857211295,-0.054674356,-0.809467299,-1.787189831,-2.378680885,-1.380231126,-3.19726904
-1.372312828,-0.227634369,-0.747987579,-0.666181621,-0.80340055,-0.401189026,0.089339651,-1.466288076,-0.889806265,-0.594684809,-2.065634718,-0.445994803
-2.700850205,-1.627633171,-1.332280188,-1.573743934,-2.169397419,-1.812562448,-0.391024768,-0.282996848,-0.517256116,-0.545858418,-0.22462971,-1.509728415
-1.076265158,-1.274778496,-2.056886068,-1.04044717,-0.299569187,-0.621490054,-0.219970915,0.100658069,-0.924397657,0.054700385,1.27757742,-0.188767522
-0.671315688,0.796859698,0.700334685,-0.702637198,-1.850269787,-0.575309628,0.021350457,-0.731940057,0.080416638,0.392769172,-0.060198009,-0.117259467
0.734506622,-0.713218135,0.356987293,-0.845668305,-0.88899719,-0.186589391,-0.147959846,-0.008958544,0.058128717,0.588937225,1.413205962,0.558875518
0.079946071,1.736834767,1.731276883,0.982763996,2.092808005,0.353722235,0.45328573,1.494816327,1.326038323,0.886452437,1.941059902,0.688769121
1.193991929,0.870035598,0.876056175,0.223942161,0.921155404,-0.890396853,1.828564583,-0.135433444,-0.81690088,-0.734570227,-0.861132502,0.459419931
0.03687996,-0.574264764,0.188727129,-0.595602908,0.05713217,0.072935348,0.456846403,-0.354505022,-1.086494567,0.161464479,-1.408617603,-1.443296912
-0.013655208,-0.234257626,-2.170865452,0.419722246,-0.180229615,-2.041375078,-0.145504568,1.048111467,0.857631727,-0.319311681,-0.348599242,-1.262150988
0.391342365,0.709174287,0.418665272,0.806226609,0.86439874,1.357935629,0.744280601,0.706492995,-0.20862778,1.414398703,2.258949871,0.944772466
0.586722798,-0.445300992,0.164967714,0.397755085,-0.483542002,0.459212767,-0.201055537,-0.371822479,1.590812272,1.349827354,1.194908291,2.065488896
0.154567975,0.082650059,-0.013985026,0.196747251,-0.40211249,-2.12517778,-0.907673204,-0.501480645,-0.600579064,0.877212299,0.616706992,-0.339108027
-0.01373611,-1.700397821,-0.789292359,-0.386691462,0.182515025,1.620039337,1.44102321,0.060773753,0.1801378,1.174888829,1.544141325,1.145353448
0.707437676,1.641461415,0.43230985,-0.118105801,0.3493529,0.916128259,0.678344274,0.125856992,0.572875012,-0.621802475,0.380325201,0.289183064
1.402666228,1.487809248,0.009544666,-0.444819453,0.984583086,0.355148623,-0.405011745,1.993267689,0.529255778,1.688692469,0.092249483,0.622220563
0.26847536,-0.21632302,0.511261049,0.768848679,1.825791632,1.46525783,0.715834523,1.818830309,-0.022927711,1.281528734,0.46460117,1.104620038
-0.680964617,-0.696264817,0.088270716,-1.273115215,-0.173523811,0.88713394,1.123972334,-0.036949238,-0.494077193,-0.30734327,-1.158039826,-0.381598354
-0.636988581,-0.457025947,-0.140852158,-1.313346807,-0.152080489,-0.11077571,-0.148072142,-0.86195418,0.229266326,-0.24079557,-0.503968694,-0.059809068
1.343303304,0.534660742,-0.475717038,1.783469649,-1.05227017,0.133654995,0.15749934,0.252229639,0.884572333,0.391981821,-0.064755993,0.395810553
0.906318861,0.491749674,0.818869507,0.627403579,1.607990881,2.03153842,0.39244741,1.47493809,1.657027433,1.739748602,1.118972128,0.362902874
-0.046453746,-1.42113527,-0.555233887,-0.103997779,0.135742505,0.06653635,-1.68208045,-1.43521496,-1.197506297,1.516964075,1.093511539,0.498449203
0.918555087,0.34255568,-0.221153998,-0.074438687,0.501167509,0.704937396,-1.771091898,0.538088294,0.064402173,-0.785225015,-0.303276833,-1.401671787
1.81621804,0.429338755,0.068145801,1.660112613,-0.179724331,0.836466997,1.612869157,0.608028895,0.308292543,-0.110973136,0.435532219,2.113487743
1.390030446,1.404432976,0.074470638,2.071906596,1.137734534,0.314397266,0.981527699,-0.083428853,0.33474394,0.777639188,0.778547277,0.701006373
-2.672596097,-2.460535531,-0.427609077,-2.576925438,0.802194375,-0.591371846,-0.539252928,0.221334728,0.245108168,0.116476741,0.804303173,1.806663973
-2.247439927,-1.739887151,-0.068246646,-0.586896475,-2.162828339,-1.850993275,-2.624105376,-2.704633567,0.446803465,0.581913168,-0.02119572,0.054892076
-0.229290181,-1.005347468,-0.077156719,-0.171454542,0.467297084,0.020336023,1.200747021,1.332425549,-1.052658592,-1.73560755,-1.570984237,0.10543322
0.030248255,1.66415498,-0.762762064,0.374935084,0.807222026,-1.200317762,0.374188097,0.681995189,1.412884488,0.985117589,-1.60652651,0.275617385
0.290271844,2.39698745,-0.038779932,0.552569421,-0.35511506,-0.277749498,0.256460837,-1.435391595,1.680797105,1.050478403,1.388980731,0.190264518
-0.230498394,-1.132640709,1.093396129,-0.434145479,-0.137247368,0.298486537,-0.94548884,0.266596872,-0.091294345,0.277189061,-0.430306568,-0.662783893
0.861306921,0.606828012,1.056651132,1.080685386,-0.47931119,0.648957217,-0.50308858,1.275459042,-0.132956081,0.679177217,0.866890431,0.599767763
0.216801957,0.301479423,-1.10898053,-1.155051127,-0.562087806,-0.02435225,2.22928996,0.107727604,0.120202376,0.550113245,0.232905909,-0.090746521
-0.303458524,-0.274941764,0.24435045,-1.650071621,1.027973332,-0.051486295,0.265212148,0.744916606,0.660865583,1.026866501,1.030214447,-0.238252549
